 Blood Bank Name, State, District, City, Address,Pincode, Contact No, Mobile, Helpline, Email, Nodal Officer , Contact Nodal Officer, Mobile Nodal Officer, Email Nodal Officer, Category, License #
Government Hospital Blood Bank,Andhra Pradesh,SPSR NELLORE,Gudur,"Area Hospital Compound, Gudur
",524101,,8008553616,,ahgudur@yahoo.com,Dr.SAGILI RAVIBABU,9440558885,9440558885,ahgudur@yahoo.in,Government,130/NL/AP/2000/BB/R
M/s. Kanamarlapudi Koteswara Rao Indian Red Cross Society (IRCS) (REPEATED),Andhra Pradesh,SPSR NELLORE,Kavali,"Survey No.1083/3, R.D Office Compound, Kavali.",524201,08626 244766,9849850498,,,,,,,Charity,
M/s. APVVP Area Hospital Blood Bank,Andhra Pradesh,SPSR NELLORE,Kavali,Area Hospital Compound Kavali,524201,,9247708602,,,,,,,Government,
M/s. Kanamarlapudi Koteswara Rao Indian Red Cross Society Blood Bank,Andhra Pradesh,SPSR NELLORE,Kavali,"Survey No.1083/3, R.D. Office Compound, Kavali
",524201,08626 244766,9849850498,NA,NA,Dr. B. Ravi Kumar,NA,9440276386,kavaliredcross@gmail.com,Charity,"06/NL/AP/2011/BB/G	"
Indian Red Cross Society Blood Bank,Andhra Pradesh,SPSR NELLORE,Nellore,"Indian Red Cross Society (IRCS) Road, Madras Bus stand, Nellore 

",524003,0861 2320470,9347033100,NA,redcross_nlr@yahoo.com,Dr. Penchala Subbaiah,NA,9441010539,redcross_nlr@yahoo.com,Charity,95/NL/AP/97/BB/R
District Headquarters Hospital (Repeated),Andhra Pradesh,SPSR NELLORE,Nellore,"District Headquarters Hospital, Dargamitta, Nellore",524003,,92477088602,,dsrbbnlr@gmail.com,,,,,,
D.S.R. Headquarters Hospital Blood Bank,Andhra Pradesh,SPSR NELLORE,Nellore,"Government Hospital Compound, Nellore",524002,0861 2349277,,,,,,,dsrbbnlr@gmail.com,Government,
Narayana Medical College & Hospital Blood Bank,Andhra Pradesh,SPSR NELLORE,Nellore,"Narayana Hospital compound, Nellore",524002,0861 2317963,NA,NA,NA,"Dr. Yashovardhan, Dr. Sundaram",NA,9866924249,bloodbankngh@gmail.com,Private,08/NL/AP/2007/BB/G
Gems Hospital Blood Bank,Andhra Pradesh,SRIKAKULAM,Ragolu,"Gems Hospital Premises, Ragolu, Srikakulam",532001,NA,9391489207,NA,NA,Dr. K. Venkateswara Rao,NA,9391489207,gemshospitalbloodbank@gmail.com,Private,6/SK/AP/2010/BB/G
GMR Varalakshmi Care Hospital Blood Bank,Andhra Pradesh,SRIKAKULAM,Rajam,"GMR Varalakshmi Care Hospital Premises, GMR Nagar, Rajam
",532127,"08941 253183, 08941 253184",NA,"1,80,04,25,18,34,18,00,00,00,000",NA,"Dr. R. Sudhakar	",NA,9963790182,"ic_bloodbank@gmrcarehospitals.in	",Private,06/SK/AP/2013/BB/G
Rajiv Gandhi Institute of Medical Sciences (RIMS) General Hospital Blood Bank,Andhra Pradesh,SRIKAKULAM,Srikakulam,"RIMS Government Hospital Premises, Balaga, Srikakulam
",532001,08942 279679,9701501018,NA,bbrimssklm@gmail.com,"Dr. K. Paparatnam,MD",NA,9701501018,bbrimssklm@gmail.com,Government,59/SKL/AP/97/BB/CP
Indian Red Cross Society (IRCS) Blood Bank,Andhra Pradesh,SRIKAKULAM,Srikakulam,"D.No. 8-5-2/A, Opposite to Bapuji Kalamandir, Srikakulam


",532001,"08942 226555, 08942 226111",NA,1910,secretary.redcrosssklm@gmail.com,"Dr. G. Satyavathi	",NA,9059466827,secretary.redcrosssklm@gmail.com,Charity,2/SK/AP/2006/BB/R
District Hospital,Andhra Pradesh,VISAKHAPATNAM,Anakapalli,AH- ANAKAPALLI,531001,,9848325561,,bloodbank.ahakp@gmail.com,,,,,Government,
M/s. NTR Area Hospital Blood Bank,Andhra Pradesh,VISAKHAPATNAM,Anakapalli,"APVVP Hospital Premises, Anakapalli, Visakhapatnam 
",531001,08924 223340,9491817042,NA,bloodbank.ahakp@gmail.com,Dr. R. Rama Dasu,NA,9705076008,NA,Government,18/AP/VP/2003/BB/G
M/s. Visakha Steel General Hospital Blood Bank,Andhra Pradesh,VISAKHAPATNAM,Gajuwaka,"Ukkunagaram, Steel Plant, Visakhapatnam",530032,0891 2887722,"07702917979, 08912888462",0891 2887722,NA,Dr. A. Shanthi Priya,NA,7702917979,Santhi_priya@vizagsteel.com,Government,22/VP/AP/95/BB/R
M/s. INHS Kalyani Blood Bank,Andhra Pradesh,VISAKHAPATNAM,Gajuwaka,"INHS Kalyani Hospital, Gandhigram (PO), Visakhapatnam",530005,0891 2814028,,0891 2814028,,,,,Dinesh179418@gmail.com,,
M/s. Anil Neerukonda Hospital  Blood Bank,Andhra Pradesh,VISAKHAPATNAM,Sangivalasa,"Sangivalasa, Bheemunipatnam (M), Visakhapatnam District
",531162,8912821111 (Exte. No. 126),NA,08933 226900,nriims@gmail.com,Dr. Ms. C. P. Pushpavathi,"NA		","08008901273, 09866656485",c_pushpavathi@yahoo.co.in,Private,01/VP/AP/2007/BB/G
M/s. King George Hospital (KGH) Blood Bank ,Andhra Pradesh,VISAKHAPATNAM,Visakhapatnam,"King George Hospital, Maharanipeta, Visakhapatnam",530002,0891 2564891,8912563345,0891 2564891,kgh_vsp@ap.nic.in,Dr. Syamala,NA,8912563345,Kgh_vsp@nic.in,Government,78/VSP/AP/97/BB/R
M/s. Government Victoria Hospital Blood Bank,Andhra Pradesh,VISAKHAPATNAM,Visakhapatnam,"Women & Children Hospital Blood Bank, Visakhapatnam",530001,0891 2562637 ,9059522294,0891 2562637,"VGHBLOODBANK@gmail.com, supdtvgh@gmail.com",Dr. K. Chandra Sekhar Dev,,9440283049,"VGHBLOODBANK@gmail.com, supdtvgh@gmail.com",Government,57/VSP/AP/97/BB/G
M/s. Indian Red Cross Society Blood Bank ,Andhra Pradesh,VISAKHAPATNAM,Visakhapatnam,"D.No:14-35-4, Behind Collecorate, Z..P. Junction, Maharanipeta, Visakhapatnam
",530002,0891 2703953,9848027203,0891 2794153,secretaryvspredcross@gmail.com,"Dr. M. Lakshmi,  Dr. P. Jagannatham, Dr. P. Venugopal",0891 2703953,"09491880025, 09177722827, 09848027203			",secretaryvspredcross@gmail.com,Charity,15/VP/AP/2004/BB/R
M/s. Rotary Blood Bank (Vishaka Port City Rotary Charitable Trust),Andhra Pradesh,VISAKHAPATNAM,Visakhapatnam,"D.No: 13-26-2/54, 3rd Floor, Apuroopa Arcade, Near Jagadamba Junction, Maharanipeta, Vishakapatnam
",530002,"0891 6534635, 0891 2506678",9848193503,"0891 6534635, 0891 2506678",rotarybloodbankvsp@gmail.com,"Dr. P. Kamala Devi		",NA,9848193503,rotarybloodbankvsp@gmail.com,Charity,"19/VP/AP/2002/BB/R			"
M/s. Apollo Hospital Heart & Kidney Centre Blood Bank,Andhra Pradesh,VISAKHAPATNAM,Visakhapatnam ,"D.No.10-50-80, 1st Floor, Apollo Hospital, Waltair Main Road, Visakhapatnam. 
",530002,0891 2727272 ,NA,0891 2727272,Jhansilaxmi-a@apollohospital.com,Dr. V. Bhushan Rao,NA,9000013568,drvbhushanrao@gmail.com ,Private,"120/VP/AP/2000/BB/R	"
M/s. Seven Hills Hospital Blood Bank,Andhra Pradesh,VISAKHAPATNAM,Visakhapatnam,"D.No.11-4-4/A, 5th Floor, Rock Dale Layout, Waltair MainRoad, Visakhapatnam
",530002,0891 6677777,9848199322,NA,NA,Dr. Venkatesh Giri,NA,9440401400,Venkatesh.s@sevenhillshospital.com,Private,07/VP/AP/2007/BB/CC
 A. S. Raja Voluntary Blood Bank,Andhra Pradesh,VISAKHAPATNAM,Visakhapatnam ,"D.No. 10-50-11/5, Ground Floor, 1st, 2nd and 3rd Floor, Beside CARE Hospital, Waltair Main Road, Ramnagar, Visakhapatnam
",530002,"0891 2543436,0891 6663436,0891 6644936.",9393963436,NA,asrajavbloodbank@gmail.com,Dr. A. Sugandhi,0891 2543436,9393963436,drasugandhi@gmail.com,Charity,7/VP/AP/2002/BB/R
M/s. Lions Club of Visakhapatnam Blod Bank Trust  ,Andhra Pradesh,VISAKHAPATNAM,Visakhapatnam,"D. No.10-54-7, Lions Community Hall, Ram Nagar, Visakhapatnam
",530002,"0891 6692587, 0891 6692580, 0891 6692590","91,77,23,43,07,09,39,30,00,000","0891 6692587, 0891 6692580, 0891 6692590",lionsbloodbankvsp@gmail.com,Dr. K. Manjula Vani,NA,9885199088,"manjulavanidr@gmail.com, ",Charity,"03/VP/AP/2012/BB/G	"
M/s. N.T.R. Memorial Trust Blood Bank ,Andhra Pradesh,VISAKHAPATNAM,Visakhapatnam,"P. No. 15B-3-1, Block No. 56, Waltair Main Road, Ramnagar, Visakhapatnam
",530002,"0891 2565858, 0891 2555858","09032005619	","0891 2565858, 0891 2555858",NA,"Dr. P S Vasantha Rao		",0891-2565858,9059075271,vizagbb@ntrtrust.org,Charity,03/VSP/AP/2013/BB/G
M/s. Gitam Institute of Medical Sciences and Research Blood Bank ,Andhra Pradesh,VISAKHAPATNAM,Visakhapatnam ,"D.No.5-168, Ward No.6, Gitam University, Rushikonda, Visakhapatnam
",530045,0891 2524777,9985556050,"0891 2524777	",directorgims@gitam.edu,Dr. Anju Ramesh Choudhary,NA,9393102206,dranjuchoudhary@yahoo.com,Private,2/VSP/AP/2015/BB/G
M/s. Gayatri Vidya Parishad Institute of Health Care and Medical Technology,Andhra Pradesh,VISAKHAPATNAM,Visakhapatnam ,"D. No.6-25, Maridi Valley, Marikavalasa, Madhurawada, Vishakapatnam
",530048,"0891 2793741, 0891 2590131",7675808026,"0891 2793741, 0891 2590131",gvphospital@gmail.com,Dr. M. Subramania sharma,NA,9848146869,gvphospital@yahoo.com ,Private,03/VSP/AP/2015/BB/G
"Indian Red Cross Society Blood Bank, RCH-II",Andhra Pradesh,VIZIANAGARAM,Parvathipuram,"Area Hospital Premises, First Floor, Belagam, Parvathipuram
",535501,08963 222088,9908842182,NA,NA,Dr. P. Swathi,NA,9000250742,madhuircs@gmail.com,Charity,15/VZN/AP/2007/BB/G
District Headquarters Hospital Blood Bank,Andhra Pradesh,VIZIANAGARAM,Vizianagaram,"District Headquarters Hospital, Cantonment, Vizianagaram ",535003,NA,9440070099,NA,bloodbankdhvzm@gmail.com,Dr. B. Satya Srinivas,NA,9440070099,bloodbankdhvzm@gmail.com,Government,58/VZM/AP/97/BB/R
Indian Red Cross Society Blood Bank,Andhra Pradesh,VIZIANAGARAM,Vizianagaram,"D.No. 71/82, Near Ganesh Temple, Cantonment,  Vizianagaram",535003,08922 272700,8142578999,,"secretaryredcrossvizianagaram@gmail.com,",Dr. Venugopal Reddy CH.P.,NA,8142578999,dr.cvgreddy@gmail.com,Charity,10/VZ/AP/2006/BB/G
Srinivasa Nursing Home Blood Bank ,Andhra Pradesh,VIZIANAGARAM,Vizianagaram,"Ground Floor, Plot No. 06, Arundati Nagar, Opposite to Goods Shed, Cantonment, Vizianagaram",535002,08922 275513 ,9390028861,,,,,,JVSpatnaik795@gmail.com,Private,
Maharaja Institute of Medical Sciences Blood Bank,Andhra Pradesh,VIZIANAGARAM,Vizianagaram,"D.No. 31-15, Nellimarla, Vizianagaram",535002,08922 244394,9440043451,,,,,,principalsretmims@gmail.com ,Private,
ASN Raju Charitable Trust Blood Bank,Andhra Pradesh,WEST GODAVARI,Bhimavaram,"D.No. 24-1-1, R.K. Plaza (Sarovar complex), J. P. Raod, Bhimavaram
",534202,08816 225556,9666001234,NA,NA,Dr. A. Durga Prasad,NA,9951225559,NA,Charity,10/WG/AP/2010/BB/G
Uddaraju Anandaraju Foundation Blood Bank,Andhra Pradesh,WEST GODAVARI,Bhimavaram,"D.No. 27-8-21/2, Sivaraopet, Bhimavaram",534202,"08816 230888, 08816 230878",8897888108,NA,anandabloodbank@gmail.com,Dr. N. Kasi Viswanatha Raju,NA,9542218999,anandabloodbnak@gmail.com,Charity,25/WG/AP/2009/BB/G
M/s. Government Headquarters Hospital Blood Bank,Andhra Pradesh,WEST GODAVARI,Eluru,"Government Headquarters Hospital, Ground Floor, R.R. Peta, Eluru, West Godavari",534006,08812 220333,NA,NA,wgbloodbank@gmail.com,Dr. G. Shyam Sundar,NA,8008441531,wgbloodbank@gmail.com,Government,54/WG/AP/97/BB/G
M/s. Indian Red Cross Society Component Blood Bank,Andhra Pradesh,WEST GODAVARI,Eluru," General Hospital Premises, Eluru, West Godavai
",534006,08812 224722,9848177142,NA,redcrosseluru@gmail.com,"Dr. Prasad, Dr K Kondhanda Rami Reddy",NA,"09490126837, 09848474494",redcrosseluru@gmail.com,Charity,16/WG/AP/2003/BB/CP
M/s. Alluri Sitrarama Raju Academy of Medical Sciences Blood Bank,Andhra Pradesh,WEST GODAVARI,Eluru,"Ground Floor, Hospital Block, NH 5 Eluru, West Godavari 
",534005,"08812 288288, 08812 288299","07382626281, 07382626282",NA,asrams@yahoo.com,Dr. T. Sai Chand,NA,7382626282,"saichandt@yahoo.com, asrambloodbank@gmail.com",Charity,14/WG/AP/2002/BB/R
M/s. Good Samaritan Blood Bank,Andhra Pradesh,WEST GODAVARI,Eluru,"D.No.13-1, Good Samaritan Cancer and General Hospital, Vangayagudem, Eluru, West Godavari
",534001,"08812 246430, 08812 246947",9440470715,NA,samaritaneluru@gmail.com,Dr. V. Rajendra,9010812340,8985167461,samaritaneluru@gmail.com,Private,08/WG/AP/2011/BB/G
M/s. Indian Red Cross Society Blood Bank jangareddi gudem,Andhra Pradesh,WEST GODAVARI,Jangareddygudem,"Government Hospital Premises, Jangareddygudem",534447,08821 225305,9493009404,NA,Bloodbankahjrg@gmail.com,Dr. G. V. V. Satyanarayana,8821225305,"09550928665, 09441046363",Bloodbankahjrg@gmail.com,Government,01/WG/AP/2012/BB/CC
Indian Red Cross Society Blood Bank narasapuram,Andhra Pradesh,WEST GODAVARI,Narasapuram,"C/o. Community Healthcare Center, Narsapuram",534275,08814 276656 ,8179704000,NA,harshasatish555@gmail.com,Dr. K. S. Trimurthulu,NA,9440467664,harshasatish555@gmail.com,Charity,01/WG/AP/2015/BB/G
Palakol Voluntary Blood Bank,Andhra Pradesh,WEST GODAVARI,Palakol,"D.No. 47-1-12/2C, 1st floor, Beside Chamber of Commerce Building, Srinivasa Deluxe, Palakol
",534260,08814 222678,9885144415,NA,palakolvoluntarybloodbank@gmail.com,Dr. Geetha Rani,NA,9885906123,palakolvoluntarybloodbank@gmail.com,Charity,9/WG/AP/2004/BB/CP
Indian Red Cross Society Blood Bank Tanuku  (Repeated),Andhra Pradesh,WEST GODAVARI,Tanuku,"IRCS Sub Branch Doorno 27-14-9, Dodipatlavari Street, 
Tanuku, West Godavari District ",534211,8819221184,,,wgbloodbank@gmail.com,,,,,,
Dr. Mulla Pudi Harischandra Prasad Red Cross Blood Bank,Andhra Pradesh,WEST GODAVARI,Tanuku,"D.No.27-14-9, Doddipatla Vari Street, Tanuku.",534215,08819 221184,9959312349,08819 220274,ircs.tanuku@gmail.com,Dr. N. Sri Hari,NA,9885500172,ircs.tanuku@gmail.com,Charity,12/WG/AP/2007/BB/R
Sri Buddala Narasimhamurty Voluntary Blood Bank,Andhra Pradesh,WEST GODAVARI,Tanuku,"D.No.34-4/5, Ground Floor, Supriya Towers, Tanuku
",534211,08819 225269,9133111131,NA,nanibuddala@gmail.com,"Dr. K. Ramalakshmi, Dr. A. Raghavendra Rao ",NA,"09490291104, 08885412498",nanibuddala@gmail.com,Charity,09/WG/AP/2009/BB/R
Rajiv Gandhi Institute of Medical Sciences Blood Bank,Andhra Pradesh,Y.S.R. (Kadapa),Kadapa,"Blood Bank Medical Officer, O.P. Block Ground Floor, Blood Bank, RIMS General Hospital,Puttlampalli, Kadapa ( RIMS, Kadapa).",516001,08562 225665,"09502577742, 09703158194",,"kadapabb@gmail.com balakrishna9999.1914@rediffmail.com, sgr2k2@gmail.com",,,,,Government,05/CDP/AP/2007/BB/R
"Indian Red Cross Society, Blood Bank",Andhra Pradesh,Y.S.R. (Kadapa),KADAPA,"D.No. 10-971, Opposite to Mattipedda Puli, Trunk Road, Kadapa
",516001,08562 272829,9704798189,NA,ircskadapa@gmail.com,Dr. B. M. P. Sailaja,NA,8500776498,ircskadapa@gmail.com,Charity,12/CD/AP/2004/BB/R
Boga Parvathamma Blood Bank ,Andhra Pradesh,Y.S.R. (Kadapa),Kadapa,"A unit of boga parvathamma memorial blood donation service organization,
d.no:7-137, second floor, jayanagar colony , Kadapa
  ",516002,NA,9440269795,NA,bogaparvathamma@yahoo.com,Dr A Nageswar Rao,NA,"09440826292	",bogaparvathamma@yahoo.com,Private,18/CD/AP/2010/BB/G
Rajiv Gandhi Institute of Medical Sciences Blood Bank ,Andhra Pradesh,Y.S.R. (Kadapa),Kadapa,"RIIMS General Hospital ,Ground Floor, Putlam Palli Kadapa",516001,,9703158194,,,,,,sgr2k2@gmail.com,Government,
Fathima Institute of Medical Sciences Blood Bank,Andhra Pradesh,Y.S.R. (Kadapa),Kadapa,"Ramarajupalli, Pulivendula Road Kadapa",516001,"08562 200505, 08562 200092",9440941709,,,,,,fims.kadapa.ap@gmail.com,Private,
District Hospital Blood Bank ,Andhra Pradesh,Y.S.R. (Kadapa),PRODDATUR,"APVVP, Gavini Circle, Yerraguntla Bypass Road, Proddatur",516360,,8106104334,,"mobb.pdtr@gmail.com,",,,,,Government,91/CD/AP/BB/R
A.P Vaidyavidhanaparishad Area Hospital Blood Bank,Andhra Pradesh,Y.S.R. (Kadapa),Proddatur,"Proddatur, YSR",516360,,9985198393,,,,,,mob.pdtr@gmail.com,Government,
A.P. Vaidyavidhanaparishad Area Hospital - IRCS Blood Bank ,Andhra Pradesh,Y.S.R. (Kadapa),Pulivendula,"Ground Floor, Muddanuru Road, Pulivendula",516390,,9440978262,,pulivendulabb2007@gmail.com harishkumar.kvr@gmail.com,DR. K. V. NARAYANA,,9440978262,Pulivendulabb2007@gmail.com,Private,ap/2007/bb/g
Changlang District Hospital Blood Bank,Arunachal Pradesh,CHANGLANG,Changlang,"District Hospital, Changlang District, Arunachal Pradesh",792120,,9436068812,N/A,minsingngemu@gmail.com,Dr. Minsing Ngemu,,9436068812,minsingngemu@gmail.com,Government,BB/DL/2011/01
Pasighat General Hospital Blood Bank,Arunachal Pradesh,EAST SIANG,Pasighat,"General Hospital, Pasighat,  Jt. DHS (T&R), High Region, Near NH 52. ",791102,,9436225890,N/A,gjonkey@gmail.com,Dr. Gegong Jonkey,,9436225890,gjonkey@gmail.com,Government,BB/DL-97/02
Lohit District Hospital Blood Bank,Arunachal Pradesh,LOHIT,Tezu,"District Hospital Tezu, Lohit District, Arunachal Pradesh",792001,,9436633161,N/A,dmolohit@gmail.com,Dr. Sopitut Towang,,9436633161,dmolohit@gmail.com,Government,BB/DL/2011/03
General Hospital Ziro  Blood Bank,Arunachal Pradesh,LOWER SUBANSIRI,Ziro,"General Hospital Ziro, Lower Subansiri
 
",791120,,"08415000448, 09402290012",N/A,bloodbankziro@gmail.com,Dr. Joram Khopey,,9402290012,drjkhopey@gmail.com,Government,BB/DL/2011/04
Ramakrishna Mission Hospital Blood bank,Arunachal Pradesh,PAPUM PARE,Itanagar,"Ramakrishna Mission Hospital 
P.O. Ramakrishna Mission
Itanagar,
",791113," 0360-221 2263, 221 8780","94,36,05,07,46,09,77,40,00,000",N/A,rkmitanagar@gmail.com,Dr L R Choudhury,"94,36,05,07,46,09,77,40,00,000","94,36,05,07,46,09,77,40,00,000",rkmitanagar@gmail.com,Charity,BB/DL-08/97
Arunachal State Hospital Blood Bank,Arunachal Pradesh,PAPUM PARE,Naharlagun,"Arunachal State Hospital / General Hospital, NH 52A, Lumer Dai Road",791110,,"08731981187, 09436896857",N/A,neharlagumbloodbank@gmail.com,Dr. Pasang Sona,,9436291457,sonapasang@gmail.com,Government,MDC/BB/DL-97/02
Tawang District Hospital Blood Bank,Arunachal Pradesh,TAWANG,Tawang,"District Hospital, Tawang District , Arunachal Pradesh",790104,,9402222155,N/A,tengyal2233@gmail.com,Dr. Tenzing Gyaltsen,,9402222155,tengyal2233@gmail.com,Government,BB/DL/2011/01
Tawang District Hospital Blood Bank ,Arunachal Pradesh,TAWANG,Tawang,"Bomdila,Tawang",790104,,9402795155,,,Dr Tenzin Gyaltsen,,9402795155,tengyal2233@gmail.com,Government,
District Hospital Blood Bank,Arunachal Pradesh,UPPER SIANG,Upper Siang,"Roing,Tezu, Upper Siang",,,,,,,,,,Government,
Upper Siang District Hospital Blood Bank,Arunachal Pradesh,UPPER SIANG,Yingkiong,"District Hospital, Yingkiong, Upper Siang District, 
Arunachal Pradesh.",791002,03777 222545,9436226409,N/A,dmoykggmail.com,Dr. Katan Patuk,,9402990532,katanpatuk@gmail.com,Government,BB/DL/2011/03
Upper Subansiri District Hospital Blood Bank,Arunachal Pradesh,UPPER SUBANSIRI,Daporijo,"District Hospital Daporijo, Upper Subansiri District, 
Arunachal Pradesh",791122,,"08794050827, 09436089691",N/A,drbininirin@gmail.com,Dr. Bini Nirin,,9436089691,drbininirin@gmail.com,Government,BB/DL/2012/02
West Siang District Hospital Blood Bank,Arunachal Pradesh,WEST SIANG,Aalo,"District Hospital, Medical Complex, Aalo",791001,,9436056268,N/A,yatugee@gmail.com,Dr. Yatu Gee Kena,,9436056268,fr.ygee1998@gmail.com,Government,BB/DL/2011/05
Fakhruddin Ali Ahmed (FAA) Medical College Hospital Blood Bank,Assam,BARPETA,Barpeta,"Ground Floor  Fakhruddin Ali Ahmed Medical College, Jotigaon, Jania Road.
Opposite to Chaulkhowa River ",781301,03665 252088,"09435042865, 07896364895",N/A,bloodbankfaamc5@gmail.com,Dr. Dipankar Baruah,,9864051446,drdipankarbaruah@gmail.com,Government,52/DR/Mfg/Blood
Bongaigaon Civil Hospital Blood Bank,Assam,BONGAIGAON,Bongaigaon,"Main Road, Mayapuri,Bongaigaon",783380,03664 228103,9435021056,N/A,bloodbank.bongaigaon@gmail.com,Dr. Suahanta Bhattacharjee,,9435021056,dr.sushantasmch@gmail.com,Government,86/DR/Mfg/ Blood   
Lower Assam Hospital Blood Bank,Assam,BONGAIGAON,Bongaigaon,"Chapaguri Road, North Bongaigaon",783380,3664230465,9435720622,N/A,"lowerassamhospital@yahoo.in, nmandal979@gmail.com",Dr. Raju Basumatary,,8822565255,drrajubasumatary@gmail.com,Private,73/DR/Mfg/Blood
Silchar Medical College and Hospital Blood Bank,Assam,CACHAR,Silchar,"Krishnapur Medical Road, Ghungoor, Silchar
",788014,03842 229103,9435076209,N/A,bloodbanksmch@gmail.com,Dr.Sumita Dutta Gupta ,9435076209,9435170206,drsumitadg@gmail.com,Government,84/DR/Mfg/Blood
Indian Red Cross Children Hospital Blood Bank,Assam,CACHAR,Silchar,"Indian Red Cross Children Hospital, Tarapur, Silchar",788007,N/A,9401854401,N/A,ircs.silchar@yahoo.com,Dr. Swapna Sen,,9401854401,ircs.silchar@yahoo.com,Charity,82/DR/Mfg/Blood
Barak Blood Bank and Clinical Research Centre,Assam,CACHAR,Silchar,"Central Rd, Tarapur, Kanakpur Part-II",788005, 03842 222 185,9435071314,N/A,prdpnk@rediffmail.com,Dr. N. Bhattacharya,,9435071314,prdpnk@rediffmail.com,Private,24/DR/Mfg/Blood
Bongaigaon Refinery (BRPL) Hospital Blood Bank ,Assam,CHIRANG,Dhaligaon,"BRPL Refinery, iocl/bgr township",783385,"03664254669, 03664253253",9435121190,N/A,dr_dk_das@indianoil.in,Dr Plawan Mazumdar,,9435720724,dr_p_mazumdar@indianoil.in,Government,15/DR/Mfg/Blood
Mangaldoi Civil Hospital Blood Bank,Assam,DARRANG,Mangaldoi,"Mangaldoi Civil Hospital, NH 52, Mangaldoi, Darrang",784125,03713 222024,9854035697,N/A,bloodbank.mangaldoi@gmail.com,Dr. Duad Ali,,9854035697,drdaudali79@gmail.com,Government,59/DR/Mfg/Blood
Dhemaji Civil Hospital Blood Bank,Assam,DHEMAJI,Dhemaji,"Ward No:9, Lachit Nagar, Natun Nagar Rd",787057,N/A,9678100660,N/A,bloodbank.dhemaji@gmail.com,Dr. Khagen Doley,,9678100660,khagendoley@gmail.com,Government,45/DR/ Mfg/ Blood
Dhubri Civil Hospital Blood Bank,Assam,DHUBRI,Dhubri,"Jhagrarpar, Dhubri",783325,"0366 223 2558, 03662 230959",9435028860,N/A,bloodbank.dhubri@gmail.com,Dr. A.C. Mandal,,9435028860,bloodbank.dhubri@gmail.com,Government,29/DR/Mfg/Blood
Assam Medical College and Hospital Blood Bank,Assam,DIBRUGARH,Dibrugarh,"Barbari, Dibrugarh",786002,3732303731,9435033505,N/A,dbr.bloodbankamch@gmail.com,Dr. Bobby Duarah,,9435130588,karabi2408@gmail.com,Government,3/97/Mfg/Blood
Dr. Damani&#39;s Nursing Home Blood Bank,Assam,DIBRUGARH,Dibrugarh,"L.G.B. Avenue, Near Circuit House",786001,0373 2300928,9435031702,N/A,damani_medicos@rediffmail.com,DR. B. K. Pandit,,9435725027,damani_medicos@rediffmail.com,Private,26/DR/Mfg/Blood
Aditya Diagnostic Hospital Blood Bank,Assam,DIBRUGARH,Dibrugarh,"Bordoloi Avenue, Dibrugarh",786005,"0373 2302219, 0373 2302220",9435030421,N/A,adityahospitalsdib@gmail.com,,,9435030421,"adityahospitalsdib@gmail.com, drprasen25@gmail.com",Private,61/DR/Mfg/Blood
Sri Manta Sankardeva Hospital and Research Centre Blood Bank,Assam,DIBRUGARH,Dibrugarh,"Chowkindinge, Mancotta Road",786001,"00373 2327717, 0373 2327715",9435269959,N/A,sshridibrugarh@yahoo.com,Dr. Horendra Nath Kunwar,,9864045518,sshridibrugarh@yahoo.com,Private,78/DR/Mfg/Blood
Dirial Central Hospital Blood Bank,Assam,DIBRUGARH,Dibrugarh,"Diral Tea estate, Hoogrijan",786601,N/A,"09435181581, 09435748265",N/A,"muninsharma1@rediffmail.com, rishavacks@gmail.com",Dr. Munindra Sharma,,9435181581,muninsharma1@rediffmail.com,Private,36/DR/Mfg/Blood
